txn_id,account_id,amount,merchant,category,timestamp,channel,location,is_flagged,risk_score,flag_reason
TXN-001030,ACCT-00165,328.69,Home Depot,Home Improvement,2026-03-04T15:37:00,atm,Houston,False,0.138,
TXN-001031,ACCT-00029,37741.65,ATM Withdrawal - Foreign,ATM,2026-03-04T20:33:00,mobile,Dallas,True,0.737,amount_threshold
TXN-001032,ACCT-00098,158.85,Amazon,Online Retail,2026-03-04T22:27:00,web,Denver,False,0.171,
TXN-001033,ACCT-00174,262.28,Best Buy,Electronics,2026-03-04T21:29:00,web,Los Angeles,True,0.385,amount_threshold
TXN-001034,ACCT-00038,419.42,Starbucks,Food & Drink,2026-03-04T13:01:00,atm,Atlanta,False,0.074,
TXN-001035,ACCT-00171,301.45,Amazon,Online Retail,2026-03-05T07:30:00,branch,Boston,False,0.449,
TXN-001036,ACCT-00181,250.04,Shell Gas,Gas Station,2026-03-04T19:22:00,atm,New York,False,0.325,
TXN-001037,ACCT-00188,351.7,Shell Gas,Gas Station,2026-03-05T00:38:00,mobile,Chicago,False,0.142,
TXN-001038,ACCT-00169,495.58,Best Buy,Electronics,2026-03-04T22:25:00,atm,Seattle,False,0.446,
TXN-001039,ACCT-00194,266.28,Walmart,Retail,2026-03-05T07:46:00,branch,Miami,False,0.318,
TXN-001040,ACCT-00141,165.09,Best Buy,Electronics,2026-03-04T23:37:00,mobile,Miami,False,0.264,
TXN-001041,ACCT-00114,449.12,Starbucks,Food & Drink,2026-03-04T14:40:00,web,Houston,False,0.014,
TXN-001042,ACCT-00186,340.77,Walmart,Retail,2026-03-04T22:34:00,web,Denver,False,0.084,
TXN-001043,ACCT-00015,10622.38,High-End Electronics Ltd,Electronics,2026-03-05T01:35:00,mobile,Los Angeles,True,0.889,mfa_change
TXN-001044,ACCT-00112,126.28,Home Depot,Home Improvement,2026-03-04T21:32:00,mobile,Houston,False,0.313,
TXN-001045,ACCT-00045,389.05,Home Depot,Home Improvement,2026-03-05T06:11:00,mobile,Atlanta,False,0.288,
TXN-001046,ACCT-00114,62.73,Walmart,Retail,2026-03-05T05:53:00,mobile,Atlanta,False,0.234,
TXN-001047,ACCT-00006,242.35,Netflix,Digital Services,2026-03-04T14:10:00,mobile,Dallas,False,0.45,
TXN-001048,ACCT-00180,66.99,Netflix,Digital Services,2026-03-05T02:20:00,branch,Los Angeles,False,0.368,
TXN-001049,ACCT-00006,392.82,Uber,Transportation,2026-03-05T01:42:00,atm,Los Angeles,False,0.247,
TXN-001050,ACCT-00167,483.01,Shell Gas,Gas Station,2026-03-05T04:26:00,mobile,Chicago,False,0.012,
TXN-001051,ACCT-00115,24.38,Walmart,Retail,2026-03-04T10:59:00,web,Chicago,False,0.385,
TXN-001052,ACCT-00009,26295.12,Wire Transfer - Nigeria,Wire Transfer,2026-03-04T13:51:00,branch,Boston,True,0.823,new_merchant
TXN-001053,ACCT-00001,473.38,Amazon,Online Retail,2026-03-04T23:11:00,branch,Boston,False,0.226,
TXN-001054,ACCT-00081,305.06,Target,Retail,2026-03-05T06:37:00,web,Los Angeles,False,0.114,
TXN-001055,ACCT-00049,478.92,Shell Gas,Gas Station,2026-03-04T20:15:00,web,Dallas,False,0.331,
TXN-001056,ACCT-00109,14512.37,Crypto Exchange XYZ,Cryptocurrency,2026-03-04T23:34:00,web,Denver,True,0.724,amount_threshold
TXN-001057,ACCT-00174,270.27,Best Buy,Electronics,2026-03-05T05:36:00,mobile,Miami,False,0.095,
TXN-001058,ACCT-00096,304.45,Uber,Transportation,2026-03-04T18:47:00,atm,Chicago,False,0.201,
TXN-001059,ACCT-00007,43.37,Shell Gas,Gas Station,2026-03-04T11:45:00,mobile,Boston,False,0.189,
TXN-001060,ACCT-00085,455.08,Target,Retail,2026-03-04T15:42:00,branch,Chicago,False,0.053,
TXN-001061,ACCT-00057,392.45,Walmart,Retail,2026-03-05T01:58:00,mobile,Chicago,False,0.145,
TXN-001062,ACCT-00126,35621.87,Online Casino Royal,Gambling,2026-03-04T17:15:00,branch,Boston,True,0.876,velocity_spike
TXN-001063,ACCT-00044,94.43,Home Depot,Home Improvement,2026-03-05T04:13:00,atm,Atlanta,False,0.014,
TXN-001064,ACCT-00132,75.62,Best Buy,Electronics,2026-03-05T05:49:00,branch,New York,False,0.321,
TXN-001065,ACCT-00064,354.86,Home Depot,Home Improvement,2026-03-04T20:04:00,web,Atlanta,False,0.231,
TXN-001066,ACCT-00071,471.13,Uber,Transportation,2026-03-05T05:41:00,web,Miami,False,0.427,
TXN-001067,ACCT-00105,319.16,Walmart,Retail,2026-03-04T11:11:00,mobile,Houston,False,0.035,
TXN-001068,ACCT-00191,405.13,CVS Pharmacy,Pharmacy,2026-03-05T07:06:00,mobile,Denver,False,0.332,
TXN-001069,ACCT-00123,350.45,Uber,Transportation,2026-03-05T05:02:00,atm,New York,False,0.376,
TXN-001070,ACCT-00002,376.09,Uber,Transportation,2026-03-05T07:20:00,web,Boston,False,0.277,
TXN-001071,ACCT-00044,452.38,Uber,Transportation,2026-03-04T20:31:00,web,Los Angeles,False,0.236,
TXN-001072,ACCT-00014,89.39,Home Depot,Home Improvement,2026-03-05T07:10:00,mobile,Seattle,False,0.247,
TXN-001073,ACCT-00197,153.09,Starbucks,Food & Drink,2026-03-04T15:16:00,branch,Miami,True,0.288,device_mismatch
TXN-001074,ACCT-00056,413.74,Uber,Transportation,2026-03-05T05:05:00,mobile,Atlanta,False,0.035,
TXN-001075,ACCT-00002,152.68,Target,Retail,2026-03-04T19:56:00,mobile,New York,False,0.092,
TXN-001076,ACCT-00091,25618.21,Luxury Watches Inc,Luxury Goods,2026-03-05T01:33:00,mobile,Boston,True,0.961,device_mismatch
TXN-001077,ACCT-00032,82.04,Amazon,Online Retail,2026-03-05T00:03:00,branch,Houston,False,0.142,
TXN-001078,ACCT-00110,406.71,Uber,Transportation,2026-03-05T06:24:00,mobile,Atlanta,False,0.081,
TXN-001079,ACCT-00091,182.82,Amazon,Online Retail,2026-03-04T14:28:00,web,Los Angeles,False,0.069,
TXN-001080,ACCT-00108,84.35,Amazon,Online Retail,2026-03-05T06:42:00,web,Atlanta,False,0.062,
TXN-001081,ACCT-00126,165.82,Best Buy,Electronics,2026-03-04T21:16:00,atm,Boston,False,0.431,
TXN-001082,ACCT-00006,252.5,Target,Retail,2026-03-05T07:09:00,web,New York,False,0.199,
TXN-001083,ACCT-00153,242.7,Home Depot,Home Improvement,2026-03-04T10:49:00,branch,Atlanta,False,0.119,
TXN-001084,ACCT-00040,128.49,Best Buy,Electronics,2026-03-05T07:55:00,mobile,Miami,False,0.371,
TXN-001085,ACCT-00051,352.07,Walmart,Retail,2026-03-05T04:10:00,web,Houston,False,0.075,
TXN-001086,ACCT-00031,140.56,Amazon,Online Retail,2026-03-04T22:33:00,web,Chicago,True,0.098,cross_channel
TXN-001087,ACCT-00014,156.69,Uber,Transportation,2026-03-04T19:28:00,web,Houston,False,0.037,
TXN-001088,ACCT-00110,59.48,Starbucks,Food & Drink,2026-03-04T19:58:00,branch,Miami,False,0.119,
TXN-001089,ACCT-00013,30.8,Amazon,Online Retail,2026-03-04T17:44:00,branch,Houston,False,0.41,
TXN-001090,ACCT-00026,474.42,Starbucks,Food & Drink,2026-03-04T18:23:00,branch,Seattle,False,0.304,
TXN-001091,ACCT-00175,168.95,Best Buy,Electronics,2026-03-05T02:03:00,branch,Dallas,False,0.115,
TXN-001092,ACCT-00071,48.18,Home Depot,Home Improvement,2026-03-05T05:29:00,mobile,Chicago,False,0.063,
TXN-001093,ACCT-00151,100.5,Shell Gas,Gas Station,2026-03-04T10:33:00,atm,Los Angeles,False,0.282,
TXN-001094,ACCT-00078,269.11,Shell Gas,Gas Station,2026-03-04T12:21:00,web,New York,False,0.252,
TXN-001095,ACCT-00065,487.69,Uber,Transportation,2026-03-05T05:29:00,branch,Atlanta,False,0.411,
TXN-001096,ACCT-00018,466.01,Uber,Transportation,2026-03-05T04:27:00,mobile,Chicago,False,0.436,
TXN-001097,ACCT-00075,40130.74,Wire Transfer - Cayman Islands,Wire Transfer,2026-03-05T00:53:00,web,Denver,True,0.899,cross_channel
TXN-001098,ACCT-00132,221.68,Best Buy,Electronics,2026-03-04T21:19:00,atm,Boston,False,0.129,
TXN-001099,ACCT-00048,30421.41,ATM Withdrawal - Foreign,ATM,2026-03-04T23:32:00,mobile,Boston,True,0.846,new_merchant
TXN-001100,ACCT-00135,151.7,Shell Gas,Gas Station,2026-03-04T12:03:00,branch,Boston,False,0.03,
TXN-001101,ACCT-00061,471.31,Best Buy,Electronics,2026-03-04T17:13:00,branch,Chicago,False,0.033,
TXN-001102,ACCT-00064,269.62,Shell Gas,Gas Station,2026-03-05T05:35:00,mobile,Seattle,False,0.172,
TXN-001103,ACCT-00022,135.7,Uber,Transportation,2026-03-05T04:52:00,web,Denver,False,0.444,
TXN-001104,ACCT-00161,113.54,Target,Retail,2026-03-04T16:44:00,branch,Chicago,False,0.246,
TXN-001105,ACCT-00200,57.69,Netflix,Digital Services,2026-03-05T05:22:00,atm,Miami,False,0.252,
TXN-001106,ACCT-00114,105.94,Starbucks,Food & Drink,2026-03-04T23:13:00,atm,Chicago,False,0.33,
TXN-001107,ACCT-00095,51.38,CVS Pharmacy,Pharmacy,2026-03-04T14:18:00,web,Atlanta,False,0.087,
TXN-001108,ACCT-00146,325.54,Best Buy,Electronics,2026-03-04T13:33:00,mobile,Miami,False,0.37,
TXN-001109,ACCT-00176,76.04,Walmart,Retail,2026-03-04T23:31:00,atm,Houston,False,0.437,
TXN-001110,ACCT-00026,364.75,Best Buy,Electronics,2026-03-04T11:24:00,mobile,Dallas,False,0.019,
TXN-001111,ACCT-00004,70.43,Amazon,Online Retail,2026-03-04T12:52:00,mobile,Miami,False,0.274,
TXN-001112,ACCT-00003,273.47,Walmart,Retail,2026-03-04T14:54:00,branch,Los Angeles,False,0.344,
TXN-001113,ACCT-00114,169.22,Starbucks,Food & Drink,2026-03-04T09:54:00,web,Houston,False,0.128,
TXN-001114,ACCT-00140,55.89,Amazon,Online Retail,2026-03-05T01:27:00,branch,Los Angeles,False,0.193,
TXN-001115,ACCT-00001,117.2,Amazon,Online Retail,2026-03-04T20:03:00,atm,Chicago,False,0.109,
TXN-001116,ACCT-00176,248.45,Walmart,Retail,2026-03-04T11:28:00,mobile,Houston,False,0.134,
TXN-001117,ACCT-00020,183.44,Walmart,Retail,2026-03-05T04:38:00,mobile,New York,False,0.199,
TXN-001118,ACCT-00086,79.36,Home Depot,Home Improvement,2026-03-04T17:47:00,branch,Dallas,False,0.056,
TXN-001119,ACCT-00128,406.31,Starbucks,Food & Drink,2026-03-04T13:04:00,mobile,New York,False,0.074,
TXN-001120,ACCT-00038,408.25,CVS Pharmacy,Pharmacy,2026-03-04T22:35:00,mobile,Dallas,False,0.133,
TXN-001121,ACCT-00024,95.03,Best Buy,Electronics,2026-03-04T18:53:00,atm,Seattle,False,0.222,
TXN-001122,ACCT-00106,73.42,Target,Retail,2026-03-04T22:17:00,web,Denver,False,0.247,
TXN-001123,ACCT-00127,195.39,Shell Gas,Gas Station,2026-03-05T03:43:00,atm,Boston,False,0.367,
TXN-001124,ACCT-00057,184.05,Shell Gas,Gas Station,2026-03-04T20:22:00,web,New York,False,0.431,
TXN-001125,ACCT-00029,19321.21,Online Casino Royal,Gambling,2026-03-04T23:42:00,web,Miami,True,0.742,cross_channel
TXN-001126,ACCT-00142,125.04,Home Depot,Home Improvement,2026-03-04T12:42:00,web,New York,False,0.316,
TXN-001127,ACCT-00037,349.58,Amazon,Online Retail,2026-03-04T09:50:00,atm,Seattle,False,0.302,
TXN-001128,ACCT-00019,435.89,Netflix,Digital Services,2026-03-04T20:28:00,mobile,Chicago,False,0.118,
TXN-001129,ACCT-00004,79.11,Home Depot,Home Improvement,2026-03-04T12:46:00,web,Atlanta,False,0.317,
TXN-001130,ACCT-00077,224.77,Target,Retail,2026-03-04T11:47:00,mobile,Miami,False,0.398,
TXN-001131,ACCT-00009,254.13,Best Buy,Electronics,2026-03-04T22:27:00,mobile,Denver,False,0.395,
TXN-001132,ACCT-00142,459.98,Starbucks,Food & Drink,2026-03-04T22:27:00,branch,Houston,False,0.13,
TXN-001133,ACCT-00024,372.85,Best Buy,Electronics,2026-03-04T09:54:00,atm,Dallas,False,0.091,
TXN-001134,ACCT-00191,421.65,Netflix,Digital Services,2026-03-04T18:41:00,atm,Atlanta,False,0.188,
TXN-001135,ACCT-00098,325.09,Target,Retail,2026-03-04T11:42:00,web,Miami,False,0.17,
TXN-001136,ACCT-00200,123.57,Amazon,Online Retail,2026-03-04T11:38:00,web,Boston,False,0.273,
TXN-001137,ACCT-00194,278.09,Shell Gas,Gas Station,2026-03-04T17:11:00,mobile,Houston,False,0.261,
TXN-001138,ACCT-00012,27.61,CVS Pharmacy,Pharmacy,2026-03-04T18:32:00,branch,Los Angeles,True,0.167,amount_threshold
TXN-001139,ACCT-00102,377.16,Target,Retail,2026-03-05T07:59:00,branch,Chicago,False,0.156,
TXN-001140,ACCT-00190,404.71,Uber,Transportation,2026-03-05T04:02:00,web,New York,False,0.22,
TXN-001141,ACCT-00010,342.78,Best Buy,Electronics,2026-03-04T15:54:00,mobile,Los Angeles,False,0.365,
TXN-001142,ACCT-00168,496.74,Best Buy,Electronics,2026-03-04T12:28:00,branch,Atlanta,False,0.169,
TXN-001143,ACCT-00111,13477.31,Luxury Watches Inc,Luxury Goods,2026-03-05T03:21:00,mobile,Chicago,True,0.882,device_mismatch
TXN-001144,ACCT-00025,384.33,Best Buy,Electronics,2026-03-04T10:58:00,branch,Boston,False,0.21,
TXN-001145,ACCT-00044,38.74,Best Buy,Electronics,2026-03-04T11:02:00,branch,Seattle,False,0.323,
TXN-001146,ACCT-00118,489.35,CVS Pharmacy,Pharmacy,2026-03-04T12:13:00,atm,Chicago,False,0.225,
TXN-001147,ACCT-00094,207.47,Home Depot,Home Improvement,2026-03-04T20:31:00,web,Atlanta,False,0.285,
TXN-001148,ACCT-00081,255.44,Home Depot,Home Improvement,2026-03-05T05:11:00,branch,New York,False,0.035,
TXN-001149,ACCT-00063,8.93,Uber,Transportation,2026-03-04T20:49:00,mobile,Miami,False,0.186,
TXN-001150,ACCT-00019,336.23,CVS Pharmacy,Pharmacy,2026-03-04T23:59:00,branch,Atlanta,False,0.406,
TXN-001151,ACCT-00120,37125.35,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T14:48:00,atm,Denver,True,0.816,velocity_spike
TXN-001152,ACCT-00082,245.72,Netflix,Digital Services,2026-03-04T17:30:00,atm,Los Angeles,False,0.25,
TXN-001153,ACCT-00121,163.49,Shell Gas,Gas Station,2026-03-04T20:58:00,mobile,Dallas,False,0.366,
TXN-001154,ACCT-00111,31.77,Shell Gas,Gas Station,2026-03-04T17:12:00,mobile,Denver,False,0.087,
TXN-001155,ACCT-00037,5922.04,Luxury Watches Inc,Luxury Goods,2026-03-05T01:54:00,atm,Denver,True,0.762,amount_threshold
TXN-001156,ACCT-00048,448.0,Walmart,Retail,2026-03-04T18:08:00,atm,Seattle,False,0.164,
TXN-001157,ACCT-00108,345.97,Uber,Transportation,2026-03-04T20:06:00,web,Denver,False,0.261,
TXN-001158,ACCT-00003,103.29,Netflix,Digital Services,2026-03-05T06:40:00,web,Seattle,False,0.423,
TXN-001159,ACCT-00191,12.02,Target,Retail,2026-03-05T01:02:00,atm,Chicago,False,0.06,
TXN-001160,ACCT-00173,362.53,Uber,Transportation,2026-03-05T05:39:00,atm,Chicago,False,0.437,
TXN-001161,ACCT-00025,22168.45,ATM Withdrawal - Foreign,ATM,2026-03-04T20:53:00,web,Dallas,True,0.763,geo_anomaly
TXN-001162,ACCT-00049,477.78,Netflix,Digital Services,2026-03-04T08:33:00,branch,Seattle,False,0.145,
TXN-001163,ACCT-00032,209.96,CVS Pharmacy,Pharmacy,2026-03-05T02:30:00,branch,Seattle,False,0.439,
TXN-001164,ACCT-00086,24023.53,Wire Transfer - Switzerland,Wire Transfer,2026-03-05T02:52:00,branch,Chicago,True,0.873,mfa_change
TXN-001165,ACCT-00112,318.88,Home Depot,Home Improvement,2026-03-04T11:32:00,mobile,Los Angeles,False,0.017,
TXN-001166,ACCT-00106,32409.21,Wire Transfer - Nigeria,Wire Transfer,2026-03-04T22:21:00,mobile,Miami,True,0.761,cross_channel
TXN-001167,ACCT-00117,101.8,Walmart,Retail,2026-03-04T19:58:00,atm,Los Angeles,False,0.412,
TXN-001168,ACCT-00106,8.76,Home Depot,Home Improvement,2026-03-05T01:19:00,branch,Houston,False,0.397,
TXN-001169,ACCT-00068,338.28,Home Depot,Home Improvement,2026-03-04T09:06:00,mobile,Denver,True,0.077,amount_threshold
TXN-001170,ACCT-00133,162.15,Netflix,Digital Services,2026-03-04T22:40:00,web,Dallas,False,0.438,
TXN-001171,ACCT-00050,415.13,Home Depot,Home Improvement,2026-03-05T05:43:00,atm,Chicago,False,0.33,
TXN-001172,ACCT-00104,83.43,Uber,Transportation,2026-03-04T12:18:00,web,Los Angeles,False,0.288,
TXN-001173,ACCT-00101,419.48,Starbucks,Food & Drink,2026-03-04T14:57:00,web,Seattle,False,0.021,
TXN-001174,ACCT-00003,80.76,Netflix,Digital Services,2026-03-04T21:03:00,mobile,Dallas,True,0.333,device_mismatch
TXN-001175,ACCT-00163,97.34,Target,Retail,2026-03-04T14:36:00,web,Miami,False,0.118,
TXN-001176,ACCT-00200,386.34,Home Depot,Home Improvement,2026-03-04T10:49:00,mobile,Miami,False,0.286,
TXN-001177,ACCT-00164,59.91,Walmart,Retail,2026-03-04T12:50:00,mobile,Los Angeles,False,0.404,
TXN-001178,ACCT-00024,45810.52,Online Casino Royal,Gambling,2026-03-04T11:26:00,web,Denver,True,0.842,velocity_spike
TXN-001179,ACCT-00106,12094.21,Wire Transfer - Nigeria,Wire Transfer,2026-03-04T18:42:00,atm,Denver,True,0.884,device_mismatch
TXN-001180,ACCT-00042,452.3,Amazon,Online Retail,2026-03-04T19:42:00,mobile,Los Angeles,False,0.223,
TXN-001181,ACCT-00158,83.4,Amazon,Online Retail,2026-03-04T14:34:00,branch,Los Angeles,False,0.246,
TXN-001182,ACCT-00133,112.07,Best Buy,Electronics,2026-03-04T15:24:00,branch,Los Angeles,True,0.071,velocity_spike
TXN-001183,ACCT-00187,137.46,Best Buy,Electronics,2026-03-04T11:08:00,atm,Houston,False,0.253,
TXN-001184,ACCT-00076,220.85,CVS Pharmacy,Pharmacy,2026-03-04T16:32:00,atm,Houston,False,0.312,
TXN-001185,ACCT-00184,55.93,Home Depot,Home Improvement,2026-03-04T15:01:00,branch,Chicago,False,0.225,
TXN-001186,ACCT-00115,408.87,Starbucks,Food & Drink,2026-03-04T21:04:00,mobile,Dallas,False,0.26,
TXN-001187,ACCT-00096,227.45,Walmart,Retail,2026-03-04T16:38:00,mobile,Boston,False,0.139,
TXN-001188,ACCT-00166,179.37,Uber,Transportation,2026-03-04T14:08:00,mobile,Los Angeles,False,0.199,
TXN-001189,ACCT-00048,111.52,Walmart,Retail,2026-03-04T12:57:00,branch,Seattle,False,0.064,
TXN-001190,ACCT-00082,110.82,Target,Retail,2026-03-05T03:10:00,branch,Houston,False,0.135,
TXN-001191,ACCT-00055,282.67,Walmart,Retail,2026-03-05T06:03:00,mobile,Dallas,False,0.343,
TXN-001192,ACCT-00082,102.58,Shell Gas,Gas Station,2026-03-04T09:35:00,atm,Atlanta,False,0.195,
TXN-001193,ACCT-00032,166.8,Netflix,Digital Services,2026-03-05T03:40:00,atm,Houston,True,0.018,cross_channel
TXN-001194,ACCT-00148,145.76,CVS Pharmacy,Pharmacy,2026-03-05T02:12:00,atm,New York,False,0.027,
TXN-001195,ACCT-00166,6565.75,High-End Electronics Ltd,Electronics,2026-03-04T17:22:00,atm,Miami,True,0.792,amount_threshold
TXN-001196,ACCT-00103,25703.29,Online Casino Royal,Gambling,2026-03-04T18:11:00,mobile,Denver,True,0.902,device_mismatch
TXN-001197,ACCT-00127,422.32,Walmart,Retail,2026-03-04T15:38:00,mobile,New York,True,0.015,velocity_spike
TXN-001198,ACCT-00083,117.04,Home Depot,Home Improvement,2026-03-04T20:35:00,mobile,Houston,False,0.247,
TXN-001199,ACCT-00002,133.55,Amazon,Online Retail,2026-03-04T09:38:00,mobile,Los Angeles,False,0.043,
TXN-001200,ACCT-00085,138.61,Home Depot,Home Improvement,2026-03-05T03:54:00,web,Chicago,False,0.066,
TXN-001201,ACCT-00038,320.27,Home Depot,Home Improvement,2026-03-05T02:00:00,mobile,Boston,False,0.22,
TXN-001202,ACCT-00126,387.46,Target,Retail,2026-03-04T11:08:00,atm,Houston,False,0.14,
TXN-001203,ACCT-00022,331.44,Shell Gas,Gas Station,2026-03-04T10:33:00,web,Los Angeles,False,0.037,
TXN-001204,ACCT-00004,410.16,CVS Pharmacy,Pharmacy,2026-03-04T11:34:00,web,Atlanta,False,0.368,
TXN-001205,ACCT-00195,381.44,Target,Retail,2026-03-05T06:22:00,branch,Atlanta,False,0.232,
TXN-001206,ACCT-00034,195.86,Target,Retail,2026-03-05T01:31:00,atm,Dallas,False,0.186,
TXN-001207,ACCT-00018,344.7,Best Buy,Electronics,2026-03-04T23:44:00,mobile,Chicago,False,0.338,
TXN-001208,ACCT-00062,10977.43,High-End Electronics Ltd,Electronics,2026-03-05T06:35:00,mobile,Atlanta,True,0.854,amount_threshold
TXN-001209,ACCT-00068,19012.49,Wire Transfer - Nigeria,Wire Transfer,2026-03-04T21:32:00,web,Chicago,True,0.846,mfa_change
TXN-001210,ACCT-00086,19749.47,Crypto Exchange XYZ,Cryptocurrency,2026-03-04T22:25:00,mobile,Denver,True,0.756,geo_anomaly
TXN-001211,ACCT-00104,267.13,Starbucks,Food & Drink,2026-03-04T22:47:00,atm,Boston,False,0.032,
TXN-001212,ACCT-00064,62.02,Shell Gas,Gas Station,2026-03-04T17:05:00,mobile,Dallas,False,0.244,
TXN-001213,ACCT-00071,351.26,Netflix,Digital Services,2026-03-04T21:24:00,atm,Denver,False,0.333,
TXN-001214,ACCT-00178,89.66,Shell Gas,Gas Station,2026-03-05T05:44:00,web,Seattle,False,0.272,
TXN-001215,ACCT-00188,26155.53,Wire Transfer - Switzerland,Wire Transfer,2026-03-05T07:28:00,atm,Miami,True,0.769,amount_threshold
TXN-001216,ACCT-00175,17943.46,Wire Transfer - Switzerland,Wire Transfer,2026-03-04T08:26:00,atm,Chicago,True,0.893,device_mismatch
TXN-001217,ACCT-00086,44300.36,Crypto Exchange XYZ,Cryptocurrency,2026-03-05T04:16:00,web,New York,True,0.802,device_mismatch
TXN-001218,ACCT-00150,24683.28,ATM Withdrawal - Foreign,ATM,2026-03-05T03:21:00,mobile,New York,True,0.897,amount_threshold
TXN-001219,ACCT-00059,378.72,Best Buy,Electronics,2026-03-04T18:23:00,mobile,Los Angeles,False,0.158,
TXN-001220,ACCT-00126,132.38,Uber,Transportation,2026-03-04T20:26:00,atm,Miami,False,0.374,
TXN-001221,ACCT-00078,388.39,Uber,Transportation,2026-03-04T17:12:00,atm,Los Angeles,False,0.33,
TXN-001222,ACCT-00006,428.85,Home Depot,Home Improvement,2026-03-05T00:59:00,web,Seattle,True,0.264,new_merchant
TXN-001223,ACCT-00111,100.95,Walmart,Retail,2026-03-04T17:20:00,atm,Los Angeles,False,0.309,
TXN-001224,ACCT-00116,91.6,Uber,Transportation,2026-03-04T21:20:00,branch,Seattle,False,0.426,
TXN-001225,ACCT-00071,291.86,Amazon,Online Retail,2026-03-04T12:11:00,branch,Dallas,False,0.21,
TXN-001226,ACCT-00089,251.97,Amazon,Online Retail,2026-03-05T07:14:00,web,Atlanta,False,0.435,
TXN-001227,ACCT-00160,155.3,Best Buy,Electronics,2026-03-04T18:03:00,branch,Los Angeles,True,0.028,amount_threshold
TXN-001228,ACCT-00152,156.38,CVS Pharmacy,Pharmacy,2026-03-05T06:32:00,atm,Seattle,False,0.032,
TXN-001229,ACCT-00036,393.71,Starbucks,Food & Drink,2026-03-04T17:14:00,web,Los Angeles,False,0.333,
TXN-001230,ACCT-00111,148.95,Walmart,Retail,2026-03-04T20:06:00,mobile,Atlanta,False,0.309,
TXN-001231,ACCT-00099,447.05,Walmart,Retail,2026-03-04T18:36:00,branch,Dallas,False,0.202,
TXN-001232,ACCT-00083,343.24,Best Buy,Electronics,2026-03-04T12:37:00,web,Miami,False,0.098,
TXN-001233,ACCT-00079,28199.87,High-End Electronics Ltd,Electronics,2026-03-04T11:16:00,atm,Denver,True,0.74,device_mismatch
TXN-001234,ACCT-00178,236.85,Target,Retail,2026-03-04T22:21:00,atm,Atlanta,False,0.213,
TXN-001235,ACCT-00144,6244.59,Luxury Watches Inc,Luxury Goods,2026-03-04T18:19:00,web,Dallas,True,0.928,mfa_change
TXN-001236,ACCT-00132,273.92,Netflix,Digital Services,2026-03-04T21:24:00,branch,New York,False,0.305,
TXN-001237,ACCT-00119,232.81,Uber,Transportation,2026-03-04T09:52:00,mobile,Los Angeles,False,0.444,
TXN-001238,ACCT-00028,411.86,Walmart,Retail,2026-03-04T10:04:00,atm,Seattle,False,0.267,
TXN-001239,ACCT-00131,352.28,Amazon,Online Retail,2026-03-05T00:54:00,web,Boston,False,0.404,
TXN-001240,ACCT-00164,315.98,Starbucks,Food & Drink,2026-03-05T05:17:00,mobile,Atlanta,False,0.06,
TXN-001241,ACCT-00001,262.31,Walmart,Retail,2026-03-04T11:32:00,web,Houston,False,0.376,
TXN-001242,ACCT-00114,153.46,Walmart,Retail,2026-03-04T16:01:00,atm,Chicago,False,0.251,
TXN-001243,ACCT-00157,65.98,Netflix,Digital Services,2026-03-04T14:18:00,web,New York,False,0.338,
TXN-001244,ACCT-00062,104.17,Uber,Transportation,2026-03-04T17:52:00,atm,Miami,False,0.432,
TXN-001245,ACCT-00127,198.64,Starbucks,Food & Drink,2026-03-04T22:13:00,mobile,Atlanta,False,0.075,
TXN-001246,ACCT-00073,197.77,Netflix,Digital Services,2026-03-05T06:01:00,branch,New York,False,0.299,
TXN-001247,ACCT-00114,48214.23,Online Casino Royal,Gambling,2026-03-04T17:27:00,atm,Atlanta,True,0.703,geo_anomaly
TXN-001248,ACCT-00092,109.34,Uber,Transportation,2026-03-04T10:08:00,atm,Boston,False,0.077,
TXN-001249,ACCT-00168,232.44,Target,Retail,2026-03-05T06:28:00,web,Miami,False,0.183,
TXN-001250,ACCT-00166,304.89,CVS Pharmacy,Pharmacy,2026-03-05T01:18:00,web,Dallas,False,0.241,
TXN-001251,ACCT-00034,477.82,Netflix,Digital Services,2026-03-05T05:04:00,branch,Dallas,False,0.04,
TXN-001252,ACCT-00008,119.69,Best Buy,Electronics,2026-03-05T07:11:00,mobile,Atlanta,False,0.344,
TXN-001253,ACCT-00198,57.19,Shell Gas,Gas Station,2026-03-04T22:20:00,web,Denver,False,0.037,
TXN-001254,ACCT-00065,23193.37,Wire Transfer - Nigeria,Wire Transfer,2026-03-05T05:32:00,branch,Dallas,True,0.944,geo_anomaly
TXN-001255,ACCT-00083,20126.19,High-End Electronics Ltd,Electronics,2026-03-04T16:37:00,web,Houston,True,0.842,new_merchant
TXN-001256,ACCT-00074,219.86,Best Buy,Electronics,2026-03-05T03:52:00,web,Los Angeles,True,0.432,velocity_spike
TXN-001257,ACCT-00053,44877.97,Wire Transfer - Switzerland,Wire Transfer,2026-03-05T03:23:00,branch,Denver,True,0.859,velocity_spike
TXN-001258,ACCT-00088,250.61,Uber,Transportation,2026-03-05T00:10:00,web,Dallas,False,0.167,
TXN-001259,ACCT-00144,222.24,Walmart,Retail,2026-03-05T03:25:00,atm,Los Angeles,False,0.354,
TXN-001260,ACCT-00077,13067.53,High-End Electronics Ltd,Electronics,2026-03-04T15:38:00,branch,New York,True,0.938,amount_threshold
